Team,Conference,Conference_Tier,Latitude,Longitude,City,State,Conf_Avg_NET,Conf_Tournament_Rate,Conf_Tourney_Teams_5yr,Conf_Avg_Tournament_Rate_5yr,Conf_Strength_Score,NET Rank,NET_Rank,Win_Pct,Season,RecordID,Conf_Tier_4,BidRate_Pct,Best_NET_Score,Avg_Q1_Wins,Avg_SOS,Tournament_Bids_2026,Total_Bids_5yr,BidRate_5yr_Pct,Tier_Norm_Strength,Tier_Norm_BidRate,Tier_Norm_Q1Wins,Tier_Norm_BestNET,Tier_Norm_Composite,Composite_Raw,Tier_Rank,Tier_Rank_Score,Tier_Strength_Rank,Strength_Amplified,Strength_Multiplied
UCLA,Big Ten,Power,34.0708777,-118.4468503,Los Angeles,,55.7,0.5,32,0.5892,84.09,31,31,0.6764705882352942,2025-26,2025-26-UCLA,Power,50.0,99.43,4.83,29.6,9,32,58.92,56.05,64.49,77.03,89.11,78.13,70.86,3,50.0,3,363.0,8409.0
Canisius,MAAC,Low-Major,42.9274386,-78.853529,Meech Street,,262.2,0.077,3,0.075,25.09,343,343,0.3,2025-26,2025-26-Canisius,Low-Major,7.7,48.57,0.0,313.5,1,3,7.5,49.61,0.0,0.0,39.51,19.58,17.82,14,7.14,9,1988.0,2509.0
Columbia,Ivy League,Low-Major,40.8077508,-73.9624901,Reunion Plaza,,188.6,0.125,3,0.0822,46.11,185,185,0.5384615384615384,2025-26,2025-26-Columbia,Mid-Major,12.5,81.43,0.12,206.1,1,3,8.22,44.09,65.06,26.67,84.52,76.51,55.16,3,66.67,3,1096.0,4611.0
Dayton,Atlantic 10,Mid-Major,39.7383807,-84.1791678,Rubicon Street,,132.2,0.143,5,0.0838,62.23,69,69,0.696969697,2025-26,2025-26-Dayton,High-Major,14.3,91.43,0.93,120.9,2,5,8.38,60.33,38.15,23.85,38.48,53.05,39.08,3,33.33,2,828.0,6223.0
Virginia Tech,ACC,Power,37.2219268,-80.4272818,800,,62.0,0.444,19,0.3154,82.29,55,55,0.59375,2025-26,2025-26-Virginia Tech,Power,44.4,99.71,4.5,53.8,8,19,31.54,26.2,48.58,67.44,100.0,65.16,59.1,4,25.0,4,183.0,8229.0
James Madison,Sun Belt,Low-Major,38.4364404,-78.8689648,800,,226.1,0.071,4,0.0804,35.4,208,208,0.53125,2025-26,2025-26-James Madison,Mid-Major,7.1,64.29,0.07,287.9,1,4,8.04,0.0,0.0,15.56,0.0,0.0,3.89,7,0.0,7,25.0,3540.0
Kansas,Big 12,Power,38.9535052,-95.263093,1450,,48.9,0.5,25,0.557,86.03,21,21,0.696969697,2025-26,2025-26-Kansas,Power,50.0,99.14,5.62,30.3,8,25,55.7,88.23,64.49,100.0,77.82,89.06,80.78,2,75.0,2,557.0,8603.0
Missouri,SEC,Power,38.9364147,-92.329703,Columbia,,46.4,0.625,34,0.5916,86.74,58,58,0.625,2025-26,2025-26-Missouri,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
Princeton,Ivy League,Low-Major,40.3386752,-74.6583655,Canal Pointe Boulevard,,188.6,0.125,3,0.0822,46.11,249,249,0.2857142857142857,2025-26,2025-26-Princeton,Mid-Major,12.5,81.43,0.12,206.1,1,3,8.22,44.09,65.06,26.67,84.52,76.51,55.16,3,66.67,3,1096.0,4611.0
SIUE,OVC,Low-Major,38.7941616,-90.0002789,1,,275.6,0.091,2,0.0422,21.26,259,259,0.5517241379310345,2025-26,2025-26-SIUE,Low-Major,9.1,50.86,0.0,311.8,1,2,4.22,39.93,29.17,0.0,43.42,35.31,26.88,11,28.57,10,1605.0,2126.0
Western Ill.,OVC,Low-Major,41.5139196,-90.492917,University Drive,,275.6,0.091,2,0.0422,21.26,364,364,0.071428571,2025-26,2025-26-Western Ill.,Low-Major,9.1,50.86,0.0,311.8,1,2,4.22,39.93,29.17,0.0,43.42,35.31,26.88,11,28.57,10,1605.0,2126.0
Milwaukee,Horizon,Low-Major,43.077639,-87.8819425,2200,,221.2,0.091,3,0.089,36.8,253,253,0.3548387096774194,2025-26,2025-26-Milwaukee,Low-Major,9.1,63.71,0.09,241.9,1,3,8.9,79.2,29.17,100.0,65.36,100.0,64.12,1,100.0,3,3159.0,3680.0
Southern Ind.,OVC,Low-Major,37.9584686,-87.6742032,8600,,275.6,0.091,2,0.0422,21.26,345,345,0.1785714285714285,2025-26,2025-26-Southern Ind.,Low-Major,9.1,50.86,0.0,311.8,1,2,4.22,39.93,29.17,0.0,43.42,35.31,26.88,11,28.57,10,1605.0,2126.0
Pepperdine,WCC,Mid-Major,34.1388191,-118.707359,26750,,137.4,0.25,9,0.241,60.74,274,274,0.2333333333333333,2025-26,2025-26-Pepperdine,High-Major,25.0,98.29,1.08,101.2,3,9,24.1,49.14,100.0,35.38,100.0,100.0,73.67,1,100.0,3,679.0,6074.0
San Diego St.,Mountain West,Mid-Major,32.7761529,-117.0733037,1,,113.7,0.083,17,0.3812,67.51,47,47,0.65625,2025-26,2025-26-San Diego St.,High-Major,8.3,92.57,1.92,87.8,1,17,38.12,100.0,3.47,100.0,48.7,75.95,55.95,2,66.67,1,1356.0,6751.0
St. Thomas (MN),Summit League,Low-Major,44.9421059,-93.1894522,Summit Avenue,,238.9,0.111,3,0.0786,31.74,103,103,0.7,2025-26,2025-26-St. Thomas (MN),Low-Major,11.1,70.57,0.0,238.6,1,3,7.86,66.41,70.83,0.0,77.07,81.54,53.49,4,78.57,6,2653.0,3174.0
Texas,SEC,Power,30.6108618,-96.3520606,400,,46.4,0.625,34,0.5916,86.74,42,42,0.5483870967741935,2025-26,2025-26-Texas,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
Jacksonville St.,CUSA,Low-Major,33.8154301,-85.7652896,115,,188.7,0.083,4,0.0954,46.09,216,216,0.4137931034482758,2025-26,2025-26-Jacksonville St.,Mid-Major,8.3,69.71,0.08,226.5,1,4,9.54,44.01,14.46,17.78,26.73,29.49,23.65,6,16.67,4,1094.0,4609.0
Radford,Big South,Low-Major,37.1370242,-80.5499612,801,,236.7,0.111,3,0.085,32.37,252,252,0.4482758620689655,2025-26,2025-26-Radford,Low-Major,11.1,78.29,0.0,248.2,1,3,8.5,68.01,70.83,0.0,90.25,86.66,56.44,3,85.71,5,2716.0,3237.0
Boston College,ACC,Power,42.3354481,-71.1682665,Glen Avenue Branch,,62.0,0.444,19,0.3154,82.29,158,158,0.3548387096774194,2025-26,2025-26-Boston College,Power,44.4,99.71,4.5,53.8,8,19,31.54,26.2,48.58,67.44,100.0,65.16,59.1,4,25.0,4,183.0,8229.0
Nebraska,Big Ten,Power,40.8205941,-96.7026058,North 10th Street,,55.7,0.5,32,0.5892,84.09,14,14,0.8125,2025-26,2025-26-Nebraska,Power,50.0,99.43,4.83,29.6,9,32,58.92,56.05,64.49,77.03,89.11,78.13,70.86,3,50.0,3,363.0,8409.0
Penn,Ivy League,Low-Major,39.9531483,-75.1845715,Chestnut Street,,188.6,0.125,3,0.0822,46.11,148,148,0.5925925925925926,2025-26,2025-26-Penn,Mid-Major,12.5,81.43,0.12,206.1,1,3,8.22,44.09,65.06,26.67,84.52,76.51,55.16,3,66.67,3,1096.0,4611.0
Middle Tenn.,CUSA,Low-Major,35.8486009,-86.3609036,1301,,188.7,0.083,4,0.0954,46.09,163,163,0.4827586206896552,2025-26,2025-26-Middle Tenn.,Mid-Major,8.3,69.71,0.08,226.5,1,4,9.54,44.01,14.46,17.78,26.73,29.49,23.65,6,16.67,4,1094.0,4609.0
Mississippi St.,SEC,Power,33.4827921,-88.7364691,14279,,46.4,0.625,34,0.5916,86.74,112,112,0.40625,2025-26,2025-26-Mississippi St.,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
Valparaiso,MVC,Mid-Major,41.4629628,-87.044689,Silhavy Road,,141.1,0.091,5,0.1096,59.69,156,156,0.53125,2025-26,2025-26-Valparaiso,Mid-Major,9.1,82.0,0.45,135.4,1,5,10.96,100.0,24.1,100.0,87.33,100.0,70.9,1,100.0,1,2454.0,5969.0
Marist,MAAC,Low-Major,41.722007,-73.9343836,3399,,262.2,0.077,3,0.075,25.09,181,181,0.6,2025-26,2025-26-Marist,Low-Major,7.7,48.57,0.0,313.5,1,3,7.5,49.61,0.0,0.0,39.51,19.58,17.82,14,7.14,9,1988.0,2509.0
New Haven,NEC,Low-Major,41.2909115,-72.9626379,Boston Post Road,,304.0,0.1,4,0.1354,13.14,325,325,0.3928571428571428,2025-26,2025-26-New Haven,Low-Major,10.0,43.43,0.0,297.4,1,4,13.54,19.41,47.92,0.0,30.73,35.17,26.8,12,21.43,12,793.0,1314.0
Gonzaga,WCC,Mid-Major,47.6671026,-117.4030546,502,,137.4,0.25,9,0.241,60.74,6,6,0.9090909090909092,2025-26,2025-26-Gonzaga,High-Major,25.0,98.29,1.08,101.2,3,9,24.1,49.14,100.0,35.38,100.0,100.0,73.67,1,100.0,3,679.0,6074.0
Arkansas,SEC,Power,36.0970389,-94.1703322,West Dinwiddlie Street,,46.4,0.625,34,0.5916,86.74,17,17,0.7575757575757576,2025-26,2025-26-Arkansas,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
Oklahoma,SEC,Power,35.1959878,-97.4457083,660,,46.4,0.625,34,0.5916,86.74,48,48,0.5588235294117647,2025-26,2025-26-Oklahoma,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
Iona,MAAC,Low-Major,40.9272305,-73.7856909,715;45,,262.2,0.077,3,0.075,25.09,237,237,0.5625,2025-26,2025-26-Iona,Low-Major,7.7,48.57,0.0,313.5,1,3,7.5,49.61,0.0,0.0,39.51,19.58,17.82,14,7.14,9,1988.0,2509.0
Alcorn,SWAC,Low-Major,31.8747584,-91.1386681,Willow Oak Lane,,315.8,0.083,3,0.0908,9.77,349,349,0.28125,2025-26,2025-26-Alcorn,Low-Major,8.3,25.43,0.0,229.5,1,3,9.08,10.89,12.5,0.0,0.0,0.0,6.55,15,0.0,14,456.0,977.0
FDU,NEC,Low-Major,40.8939339,-74.031982,Lone Pine Drive,,304.0,0.1,4,0.1354,13.14,334,334,0.2758620689655172,2025-26,2025-26-FDU,Low-Major,10.0,43.43,0.0,297.4,1,4,13.54,19.41,47.92,0.0,30.73,35.17,26.8,12,21.43,12,793.0,1314.0
Grambling,SWAC,Low-Major,32.5195028,-92.7211638,403,,315.8,0.083,3,0.0908,9.77,305,305,0.3870967741935484,2025-26,2025-26-Grambling,Low-Major,8.3,25.43,0.0,229.5,1,3,9.08,10.89,12.5,0.0,0.0,0.0,6.55,15,0.0,14,456.0,977.0
Loyola Chicago,Atlantic 10,Mid-Major,41.9991492,-87.6573094,1032,,132.2,0.143,5,0.0838,62.23,278,278,0.2727272727272727,2025-26,2025-26-Loyola Chicago,High-Major,14.3,91.43,0.93,120.9,2,5,8.38,60.33,38.15,23.85,38.48,53.05,39.08,3,33.33,2,828.0,6223.0
The Citadel,SoCon,Low-Major,32.7963982,-79.9611833,171,,248.3,0.1,1,0.0222,29.06,346,346,0.2666666666666666,2025-26,2025-26-The Citadel,Low-Major,10.0,60.29,0.0,291.6,1,1,2.22,59.64,47.92,0.0,59.52,59.15,40.6,7,57.14,7,2385.0,2906.0
SFA,Southland,Low-Major,31.628015,-94.6522154,2724,,221.2,0.083,3,0.0802,36.8,89,89,0.8387096774193549,2025-26,2025-26-SFA,Low-Major,8.3,84.0,0.08,189.6,1,3,8.02,79.2,12.5,88.89,100.0,97.08,62.44,2,92.86,3,3159.0,3680.0
Sacramento St.,Big Sky,Low-Major,37.8703678,-122.2813466,University Avenue,,198.8,0.1,3,0.0708,43.2,269,269,0.25,2025-26,2025-26-Sacramento St.,Low-Major,10.0,63.43,0.0,212.4,1,3,7.08,95.38,47.92,0.0,64.88,73.42,48.82,5,71.43,2,3799.0,4320.0
Towson,CAA,Low-Major,39.3869768,-76.6185804,8000,,192.4,0.077,3,0.0756,45.03,159,159,0.53125,2025-26,2025-26-Towson,Low-Major,7.7,74.86,0.0,242.3,1,3,7.56,100.0,0.0,0.0,84.39,52.68,36.88,8,50.0,1,3982.0,4503.0
Saint Peter's,MAAC,Low-Major,40.7276245,-74.0721679,Montgomery Street,,262.2,0.077,3,0.075,25.09,233,233,0.5714285714285714,2025-26,2025-26-Saint Peter's,Low-Major,7.7,48.57,0.0,313.5,1,3,7.5,49.61,0.0,0.0,39.51,19.58,17.82,14,7.14,9,1988.0,2509.0
Ole Miss,SEC,Power,34.3646125,-89.5396349,Hickory Lane,,46.4,0.625,34,0.5916,86.74,82,82,0.4285714285714285,2025-26,2025-26-Ole Miss,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
Utah Tech,WAC,Low-Major,37.1030099,-113.5653354,225,,181.4,0.143,2,0.045,48.17,176,176,0.5161290322580645,2025-26,2025-26-Utah Tech,Mid-Major,14.3,75.71,0.0,164.1,1,2,4.5,52.57,86.75,0.0,56.31,72.0,52.14,4,50.0,2,1302.0,4817.0
Yale,Ivy League,Low-Major,41.2571306,-72.9896696,West Haven,,188.6,0.125,3,0.0822,46.11,65,65,0.8148148148148148,2025-26,2025-26-Yale,Mid-Major,12.5,81.43,0.12,206.1,1,3,8.22,44.09,65.06,26.67,84.52,76.51,55.16,3,66.67,3,1096.0,4611.0
Ark.-Pine Bluff,SWAC,Low-Major,34.2510901,-92.0289102,John Kennedy Drive,,315.8,0.083,3,0.0908,9.77,316,316,0.3666666666666666,2025-26,2025-26-Ark.-Pine Bluff,Low-Major,8.3,25.43,0.0,229.5,1,3,9.08,10.89,12.5,0.0,0.0,0.0,6.55,15,0.0,14,456.0,977.0
UMBC,America East,Low-Major,39.252377,-76.7089181,1000,,310.9,0.111,5,0.1314,11.17,196,196,0.7333333333333333,2025-26,2025-26-UMBC,Low-Major,11.1,44.0,0.0,313.4,1,5,13.14,14.43,70.83,0.0,31.71,47.72,34.02,10,35.71,13,596.0,1117.0
FIU,CUSA,Low-Major,25.7553898,-80.3762833,11200,,188.7,0.083,4,0.0954,46.09,197,197,0.4137931034482758,2025-26,2025-26-FIU,Mid-Major,8.3,69.71,0.08,226.5,1,4,9.54,44.01,14.46,17.78,26.73,29.49,23.65,6,16.67,4,1094.0,4609.0
Georgetown,Big East,Power,38.9089393,-77.0745796,3700,,67.5,0.273,19,0.487,80.71,90,90,0.4705882352941176,2025-26,2025-26-Georgetown,Power,27.3,97.14,2.18,66.5,3,19,48.7,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,5,25.0,8071.0
Stanford,ACC,Power,37.4313138,-122.1693654,450,,62.0,0.444,19,0.3154,82.29,61,61,0.625,2025-26,2025-26-Stanford,Power,44.4,99.71,4.5,53.8,8,19,31.54,26.2,48.58,67.44,100.0,65.16,59.1,4,25.0,4,183.0,8229.0
Toledo,MAC,Low-Major,41.6582432,-83.6147873,2801,,200.5,0.154,3,0.057,42.71,130,130,0.53125,2025-26,2025-26-Toledo,Mid-Major,15.4,84.57,0.08,209.9,2,3,5.7,30.09,100.0,17.78,100.0,91.88,65.46,2,83.33,6,756.0,4271.0
Ball St.,MAC,Low-Major,40.2097296,-85.4112151,North Mann Avenue,,200.5,0.154,3,0.057,42.71,299,299,0.3448275862068966,2025-26,2025-26-Ball St.,Mid-Major,15.4,84.57,0.08,209.9,2,3,5.7,30.09,100.0,17.78,100.0,91.88,65.46,2,83.33,6,756.0,4271.0
Chicago St.,NEC,Low-Major,28.05541,-82.4273086,2770,,304.0,0.1,4,0.1354,13.14,340,340,0.1935483870967742,2025-26,2025-26-Chicago St.,Low-Major,10.0,43.43,0.0,297.4,1,4,13.54,19.41,47.92,0.0,30.73,35.17,26.8,12,21.43,12,793.0,1314.0
UNCW,CAA,Low-Major,34.2249827,-77.8690774,601,,192.4,0.077,3,0.0756,45.03,96,96,0.8,2025-26,2025-26-UNCW,Low-Major,7.7,74.86,0.0,242.3,1,3,7.56,100.0,0.0,0.0,84.39,52.68,36.88,8,50.0,1,3982.0,4503.0
Wright St.,Horizon,Low-Major,39.7842039,-84.0567799,3640,,221.2,0.091,3,0.089,36.8,127,127,0.65625,2025-26,2025-26-Wright St.,Low-Major,9.1,63.71,0.09,241.9,1,3,8.9,79.2,29.17,100.0,65.36,100.0,64.12,1,100.0,3,3159.0,3680.0
Troy,Sun Belt,Low-Major,31.8022234,-85.9556867,University Avenue,,226.1,0.071,4,0.0804,35.4,125,125,0.6451612903225806,2025-26,2025-26-Troy,Mid-Major,7.1,64.29,0.07,287.9,1,4,8.04,0.0,0.0,15.56,0.0,0.0,3.89,7,0.0,7,25.0,3540.0
NJIT,America East,Low-Major,40.7421254,-74.1790316,Sussex Avenue,,310.9,0.111,5,0.1314,11.17,327,327,0.46875,2025-26,2025-26-NJIT,Low-Major,11.1,44.0,0.0,313.4,1,5,13.14,14.43,70.83,0.0,31.71,47.72,34.02,10,35.71,13,596.0,1117.0
VMI,SoCon,Low-Major,37.7913339,-79.4355152,319,,248.3,0.1,1,0.0222,29.06,359,359,0.1034482758620689,2025-26,2025-26-VMI,Low-Major,10.0,60.29,0.0,291.6,1,1,2.22,59.64,47.92,0.0,59.52,59.15,40.6,7,57.14,7,2385.0,2906.0
Binghamton,America East,Low-Major,42.0877998,-75.9706607,4400,,310.9,0.111,5,0.1314,11.17,360,360,0.1785714285714285,2025-26,2025-26-Binghamton,Low-Major,11.1,44.0,0.0,313.4,1,5,13.14,14.43,70.83,0.0,31.71,47.72,34.02,10,35.71,13,596.0,1117.0
South Dakota St.,Summit League,Low-Major,44.344449,-96.7982371,Sunnyview Drive,,238.9,0.111,3,0.0786,31.74,210,210,0.3793103448275862,2025-26,2025-26-South Dakota St.,Low-Major,11.1,70.57,0.0,238.6,1,3,7.86,66.41,70.83,0.0,77.07,81.54,53.49,4,78.57,6,2653.0,3174.0
Harvard,Ivy League,Low-Major,42.3657432,-71.1222139,Channing Place,,188.6,0.125,3,0.0822,46.11,152,152,0.5714285714285714,2025-26,2025-26-Harvard,Mid-Major,12.5,81.43,0.12,206.1,1,3,8.22,44.09,65.06,26.67,84.52,76.51,55.16,3,66.67,3,1096.0,4611.0
UC Santa Barbara,Big West,Low-Major,34.4146025,-119.84581,Santa Barbara,,192.0,0.091,1,0.025,45.14,142,142,0.5333333333333333,2025-26,2025-26-UC Santa Barbara,Mid-Major,9.1,71.14,0.09,221.9,1,1,2.5,40.1,24.1,20.0,33.78,36.29,28.21,5,33.33,5,999.0,4514.0
Fla. Atlantic,American,Low-Major,26.3743445,-80.1027236,777,,160.3,0.077,8,0.1528,54.2,123,123,0.5161290322580645,2025-26,2025-26-Fla. Atlantic,High-Major,7.7,87.14,0.62,135.8,1,8,15.28,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,4,25.0,5420.0
Weber St.,Big Sky,Low-Major,41.1920906,-111.9391269,3848,,198.8,0.1,3,0.0708,43.2,202,202,0.4666666666666667,2025-26,2025-26-Weber St.,Low-Major,10.0,63.43,0.0,212.4,1,3,7.08,95.38,47.92,0.0,64.88,73.42,48.82,5,71.43,2,3799.0,4320.0
Boston U.,Patriot,Low-Major,42.3504215,-71.1032247,Short Street,,280.7,0.1,5,0.1538,19.8,263,263,0.4848484848484848,2025-26,2025-26-Boston U.,Low-Major,10.0,61.14,0.0,311.1,1,5,15.38,36.24,47.92,0.0,60.97,51.52,36.21,9,42.86,11,1459.0,1980.0
Wake Forest,ACC,Power,36.133893,-80.2755578,1834,,62.0,0.444,19,0.3154,82.29,67,67,0.5151515151515151,2025-26,2025-26-Wake Forest,Power,44.4,99.71,4.5,53.8,8,19,31.54,26.2,48.58,67.44,100.0,65.16,59.1,4,25.0,4,183.0,8229.0
West Virginia,Big 12,Power,39.6348398,-79.9542095,Cherry Lane,,48.9,0.5,25,0.557,86.03,59,59,0.5625,2025-26,2025-26-West Virginia,Power,50.0,99.14,5.62,30.3,8,25,55.7,88.23,64.49,100.0,77.82,89.06,80.78,2,75.0,2,557.0,8603.0
Central Ark.,ASUN,Low-Major,35.0776411,-92.4579926,201,,259.9,0.083,4,0.0816,25.74,166,166,0.625,2025-26,2025-26-Central Ark.,Low-Major,8.3,53.14,0.0,236.8,1,4,8.16,51.25,12.5,0.0,47.31,30.47,24.09,13,14.29,8,2053.0,2574.0
Jackson St.,SWAC,Low-Major,41.5531468,-87.3438448,University Park,,315.8,0.083,3,0.0908,9.77,347,347,0.3636363636363636,2025-26,2025-26-Jackson St.,Low-Major,8.3,25.43,0.0,229.5,1,3,9.08,10.89,12.5,0.0,0.0,0.0,6.55,15,0.0,14,456.0,977.0
Lehigh,Patriot,Low-Major,40.6068028,-75.3782488,Library Drive,,280.7,0.1,5,0.1538,19.8,275,275,0.5,2025-26,2025-26-Lehigh,Low-Major,10.0,61.14,0.0,311.1,1,5,15.38,36.24,47.92,0.0,60.97,51.52,36.21,9,42.86,11,1459.0,1980.0
USC Upstate,Big South,Low-Major,34.9525837,-81.9307048,160,,236.7,0.111,3,0.085,32.37,303,303,0.3448275862068966,2025-26,2025-26-USC Upstate,Low-Major,11.1,78.29,0.0,248.2,1,3,8.5,68.01,70.83,0.0,90.25,86.66,56.44,3,85.71,5,2716.0,3237.0
Cleveland St.,Horizon,Low-Major,34.7423781,-92.3448057,University Park,,221.2,0.091,3,0.089,36.8,317,317,0.2666666666666666,2025-26,2025-26-Cleveland St.,Low-Major,9.1,63.71,0.09,241.9,1,3,8.9,79.2,29.17,100.0,65.36,100.0,64.12,1,100.0,3,3159.0,3680.0
North Florida,ASUN,Low-Major,30.2689865,-81.5096561,1,,259.9,0.083,4,0.0816,25.74,337,337,0.1666666666666666,2025-26,2025-26-North Florida,Low-Major,8.3,53.14,0.0,236.8,1,4,8.16,51.25,12.5,0.0,47.31,30.47,24.09,13,14.29,8,2053.0,2574.0
Bowling Green,MAC,Low-Major,41.3795005,-83.629789,1001,,200.5,0.154,3,0.057,42.71,157,157,0.5172413793103449,2025-26,2025-26-Bowling Green,Mid-Major,15.4,84.57,0.08,209.9,2,3,5.7,30.09,100.0,17.78,100.0,91.88,65.46,2,83.33,6,756.0,4271.0
Bryant,America East,Low-Major,41.9220915,-71.5371517,1150,,310.9,0.111,5,0.1314,11.17,354,354,0.2413793103448276,2025-26,2025-26-Bryant,Low-Major,11.1,44.0,0.0,313.4,1,5,13.14,14.43,70.83,0.0,31.71,47.72,34.02,10,35.71,13,596.0,1117.0
Georgia,SEC,Power,33.9404278,-83.373049,South Milledge Drive,,46.4,0.625,34,0.5916,86.74,33,33,0.6875,2025-26,2025-26-Georgia,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
Villanova,Big East,Power,40.0367835,-75.3420185,East County Line Road,,67.5,0.273,19,0.487,80.71,35,35,0.75,2025-26,2025-26-Villanova,Power,27.3,97.14,2.18,66.5,3,19,48.7,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,5,25.0,8071.0
San Francisco,WCC,Mid-Major,37.7793627,-122.4514473,2130,,137.4,0.25,9,0.241,60.74,119,119,0.5,2025-26,2025-26-San Francisco,High-Major,25.0,98.29,1.08,101.2,3,9,24.1,49.14,100.0,35.38,100.0,100.0,73.67,1,100.0,3,679.0,6074.0
Nevada,Mountain West,Mid-Major,36.1079411,-115.1439051,Las Vegas,,113.7,0.083,17,0.3812,67.51,70,70,0.6470588235294118,2025-26,2025-26-Nevada,High-Major,8.3,92.57,1.92,87.8,1,17,38.12,100.0,3.47,100.0,48.7,75.95,55.95,2,66.67,1,1356.0,6751.0
American,Patriot,Low-Major,38.9377511,-77.0894676,4400,,280.7,0.1,5,0.1538,19.8,256,256,0.4666666666666667,2025-26,2025-26-American,Low-Major,10.0,61.14,0.0,311.1,1,5,15.38,36.24,47.92,0.0,60.97,51.52,36.21,9,42.86,11,1459.0,1980.0
Tarleton St.,WAC,Low-Major,32.214673,-98.2196882,1333,,181.4,0.143,2,0.045,48.17,230,230,0.3571428571428571,2025-26,2025-26-Tarleton St.,Mid-Major,14.3,75.71,0.0,164.1,1,2,4.5,52.57,86.75,0.0,56.31,72.0,52.14,4,50.0,2,1302.0,4817.0
Miami (FL),ACC,Power,25.7172725,-80.2787069,Miller Road,,62.0,0.444,19,0.3154,82.29,32,32,0.7575757575757576,2025-26,2025-26-Miami (FL),Power,44.4,99.71,4.5,53.8,8,19,31.54,26.2,48.58,67.44,100.0,65.16,59.1,4,25.0,4,183.0,8229.0
Northern Ky.,Horizon,Low-Major,39.0346853,-84.4659598,Grant Drive,,221.2,0.091,3,0.089,36.8,184,184,0.5483870967741935,2025-26,2025-26-Northern Ky.,Low-Major,9.1,63.71,0.09,241.9,1,3,8.9,79.2,29.17,100.0,65.36,100.0,64.12,1,100.0,3,3159.0,3680.0
Auburn,SEC,Power,32.5919529,-85.4959775,Auburn,,46.4,0.625,34,0.5916,86.74,38,38,0.5151515151515151,2025-26,2025-26-Auburn,Power,62.5,98.86,5.25,27.9,10,34,59.16,100.0,100.0,89.24,66.93,100.0,90.7,1,100.0,1,628.0,8674.0
Alabama A&M,SWAC,Low-Major,34.7842987,-86.5701304,4900,,315.8,0.083,3,0.0908,9.77,310,310,0.5,2025-26,2025-26-Alabama A&M,Low-Major,8.3,25.43,0.0,229.5,1,3,9.08,10.89,12.5,0.0,0.0,0.0,6.55,15,0.0,14,456.0,977.0
Campbell,CAA,Low-Major,35.408071,-78.7392468,143,,192.4,0.077,3,0.0756,45.03,200,200,0.4375,2025-26,2025-26-Campbell,Low-Major,7.7,74.86,0.0,242.3,1,3,7.56,100.0,0.0,0.0,84.39,52.68,36.88,8,50.0,1,3982.0,4503.0
Dartmouth,Ivy League,Low-Major,43.7046757,-72.2942089,I 91,,188.6,0.125,3,0.0822,46.11,265,265,0.36,2025-26,2025-26-Dartmouth,Mid-Major,12.5,81.43,0.12,206.1,1,3,8.22,44.09,65.06,26.67,84.52,76.51,55.16,3,66.67,3,1096.0,4611.0
Gardner-Webb,Big South,Low-Major,35.2478295,-81.670238,110,,236.7,0.111,3,0.085,32.37,361,361,0.066666667,2025-26,2025-26-Gardner-Webb,Low-Major,11.1,78.29,0.0,248.2,1,3,8.5,68.01,70.83,0.0,90.25,86.66,56.44,3,85.71,5,2716.0,3237.0
DePaul,Big East,Power,41.9245803,-87.6507223,2400,,67.5,0.273,19,0.487,80.71,102,102,0.5,2025-26,2025-26-DePaul,Power,27.3,97.14,2.18,66.5,3,19,48.7,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,5,25.0,8071.0
Jacksonville,ASUN,Low-Major,30.3537227,-81.6073061,Dolphin Drive,,259.9,0.083,4,0.0816,25.74,297,297,0.3333333333333333,2025-26,2025-26-Jacksonville,Low-Major,8.3,53.14,0.0,236.8,1,4,8.16,51.25,12.5,0.0,47.31,30.47,24.09,13,14.29,8,2053.0,2574.0
Northern Ariz.,Big Sky,Low-Major,35.1830867,-111.654961,West University Drive,,198.8,0.1,3,0.0708,43.2,315,315,0.2413793103448276,2025-26,2025-26-Northern Ariz.,Low-Major,10.0,63.43,0.0,212.4,1,3,7.08,95.38,47.92,0.0,64.88,73.42,48.82,5,71.43,2,3799.0,4320.0
